iter,η,χ,ho,smm_obj,converged,distance,simdistance,cyclelength,race,owneryoung,medwealthyoung,medwealthold,transfrateyoung,tp2wealthpyoung,h2wyoung,wealthatpurchaseyoung,r2incyoung,LTVatpurchaseyoung,first_ownyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfsize_medyoung,transfsizeyoung,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,ownerall,type,ownerold,bng2w,owneryoung_prich,owneryoung_pmiddle,owneryoung_ppoor,transfrateyoung_prich,transfrateyoung_pmiddle,transfrateyoung_ppoor
1,0.13,1.325,2.675,0.7092005784698485,true,2.3793319314791006e-8,NaN,1,,0.480645,42.16980262350505,202.48741345961668,0.3314525,-0.16978744339428023,15.899823679270193,45.71281337346786,0.21832951152936855,0.6123704466489748,33.80236946949046,0.40820618714389506,,,,,,,,,,,,,,1.7156612227693062,,,,88.72818718871723,,,,,,,,19.81098410942305,0.41324017129793605,11.729602744980433,0.33186176949520535,16.24791443015662,0.4061952613625887,41.62951209639836,,13.38754690407733,,,,,,,,235.8808857712144,,,,71.30376869923535,0.719742,Model,0.9420325,0.006000687148382906,0.7362306884655767,0.40922523063076577,0.29645991149778744,0.468081595920204,0.34576614415360385,0.1804995124878122
