iter,η,χ,ho,smm_obj,converged,distance,simdistance,cyclelength,race,owneryoung,medwealthyoung,medwealthold,transfrateyoung,tp2wealthpyoung,h2wyoung,wealthatpurchaseyoung,r2incyoung,LTVatpurchaseyoung,first_ownyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,owner_age3536_inc1old,owner_age3536_inc1young,owner_age3536_inc2old,owner_age3536_inc2young,owner_age3536_inc3old,owner_age3536_inc3young,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfrateowneryoung,transfraterenteryoung,transfsize_medyoung,transfsizeyoung,wealth_age3536_p10old,wealth_age3536_p10young,wealth_age3536_p25old,wealth_age3536_p25young,wealth_age3536_p50old,wealth_age3536_p50young,wealth_age3536_p75old,wealth_age3536_p75young,wealth_age3536_p90old,wealth_age3536_p90young,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,ownerall,type,ownerold,bng2w,owneryoung_prich,owneryoung_pmiddle,owneryoung_ppoor,transfrateyoung_prich,transfrateyoung_pmiddle,transfrateyoung_ppoor
11,0.1275,1.340625,2.5343750000000003,0.005348097886699408,true,2.1966991781141587e-8,NaN,2,,0.45495875,28.622840656919614,210.97028708109127,0.24345125,0.015512613716559785,14.36062583200328,36.964004155171075,0.24536102335939983,0.6320778869969855,34.55254498055473,0.26733729001106527,,,,,,,,,,,,,,1.8453659880594195,,,,97.87535774102767,,0.24829486274905088,,0.4689302721746873,,0.8673385775155686,,,,,,,,16.72336477961759,0.11484445095490085,6.499724960211208,0.18631737801338855,9.06246291148206,0.11476481605823939,14.779883984848585,0.1524136701412989,0.30229629111324224,,9.408182166448764,,0.28801848961000126,,1.3962626397629747,,31.071884861429776,,103.58593993037034,,155.17817575193877,,,,,,,,246.06994512286317,,,,59.16639676963193,0.7161325,Model,0.973955,-0.00032580049063323863,0.6283271459106761,0.4283833952075599,0.30816020400510014,0.35289308883638953,0.2361457981775228,0.14131103277581938
12,0.1225,1.246875,2.590625,0.03509445404940093,true,1.6567993199601005e-8,NaN,1,,0.4196325,28.851499213347513,207.92047426439458,0.2323975,0.006299060319107739,16.84761862180906,42.29188381588241,0.23508190090511816,0.6059670951755952,35.16137721044619,0.1992863272957225,,,,,,,,,,,,,,1.7766426348292297,,,,92.53577198217786,,0.19763615606742335,,0.4158599860605592,,0.8425713348638899,,,,,,,,13.852663343379003,0.12316479472534213,5.886780632777917,0.12863679530346198,8.316733176422868,0.10994320277347495,15.48164730389733,0.1397050678482415,0.28478635154171233,,9.369977643251275,,0.45002594113082955,,1.058164143832618,,31.15394612468495,,103.23699414314031,,152.17941174482223,,,,,,,,245.690870920009,,,,58.62470817235999,0.628072,Model,0.8081425,0.00017365505895987194,0.5744862756862157,0.38961974049351233,0.2947798694967374,0.3356907154642268,0.20928523213080327,0.1522088052201305
13,0.1425,1.371875,2.815625,0.034915867392382095,true,3.207325249832138e-8,NaN,2,,0.51164875,28.479760086149913,211.08138393870144,0.26858625,-0.017496853983724026,18.88910506079494,32.77511935829129,0.22732529224018128,0.6733747828242974,33.45182475683764,0.31218172961962537,,,,,,,,,,,,,,2.187482028474695,,,,110.07831098861972,,0.31805494838080506,,0.5366665376726907,,0.8842027679960691,,,,,,,,13.91831982856052,0.2204934779192205,9.48273850900572,0.19791245074022792,6.789856908784081,0.2613386173491854,21.643463842813045,0.20624462584730147,0.31913020253325003,,10.958482005592879,,0.5715669735634946,,1.2797659411540874,,30.459388542562095,,100.50542706077783,,149.58886783194663,,,,,,,,243.71650849717528,,,,57.48978844320761,0.7521845,Model,0.99990125,-0.00017025512793203624,0.731769602879964,0.4752165597930026,0.32795319882997076,0.3814152323095961,0.24322570967862903,0.18111452786319657
14,0.1325,1.309375,2.4781250000000004,0.018232892276673823,true,2.6763945726315796e-8,NaN,1,,0.44569,28.183436604557237,208.37943085471505,0.256695,0.02073522642128209,16.39792821677407,39.528801289914185,0.24798494081840922,0.6262428104016565,34.63288048941609,0.21888095786322817,,,,,,,,,,,,,,1.9111219825890293,,,,98.98438160655361,,0.20786290322580636,,0.42906895751102847,,0.8545782441183705,,,,,,,,19.018398768571608,0.14273026680975465,7.336713228067951,0.12350193866760663,14.08640799191636,0.11509070132838166,16.89908796142318,0.17161718313881785,0.30998772068211206,,10.294746715421363,,0.0358949416075422,,1.1903058413661367,,29.534664772004803,,99.05186105853036,,150.88619970024325,,,,,,,,245.04750597327944,,,,57.87528173952695,0.662879,Model,0.8586225,0.0004965183400183632,0.6226863656817159,0.40269256731418285,0.3116777919447986,0.33740062996850156,0.228523213080327,0.20415510387759694
15,0.1125,1.434375,2.703125,0.009769719961256331,true,9.859654426236375e-9,NaN,1,,0.4944525,29.03141326538291,211.84540489092018,0.222665,0.026062750506917906,16.04699254620317,34.792781239193474,0.23573289678616727,0.655584692890638,33.81319107662463,0.2029533917858791,,,,,,,,,,,,,,1.9965257449480993,,,,103.82082478071736,,0.2868576809254775,,0.5131141199226306,,0.8798230523470141,,,,,,,,15.913424018728183,0.13104280542344005,8.372512748288859,0.12307490374518726,5.8147717414092925,0.1598092643051771,17.348714631859192,0.1632790345683451,0.2676668468397207,,9.432644275357543,,0.6913377216708128,,1.272198889621861,,31.61284527429025,,104.22715887413298,,155.545606672724,,,,,,,,245.52662444811637,,,,59.40842705045979,0.746332,Model,0.9999925,0.00014180478569351734,0.6832983350832459,0.4582614565364134,0.3417835445886147,0.3334633268336583,0.21402535063376585,0.12049801245031126
16,0.11375,1.3171875,2.6609375,0.008506434180615918,true,1.0530861516144796e-8,NaN,1,,0.45002,28.642492962085026,212.44663325353216,0.2220425,0.02273985352981605,11.436789433349885,37.404503827754006,0.23436539749827623,0.6295124417643091,34.54594779827517,0.24687526937332988,,,,,,,,,,,,,,1.8425252170424848,,,,96.38660369897448,,0.2171459285138404,,0.45119591299636186,,0.8648028203656637,,,,,,,,12.77668909625142,0.12155188416558381,6.424256387351842,0.15441146112877255,6.104152869687034,0.11755026114330686,12.48362355672518,0.14392870880882164,0.27197360872059667,,8.65679335384655,,0.7002861839049019,,1.4699886157993949,,31.189213733376135,,104.33047121635565,,154.4943010944072,,,,,,,,246.06100275396068,,,,59.36948043766916,0.717346,Model,0.985965,-0.0006615685478618055,0.6307109644517774,0.4155028875721893,0.30383259581489536,0.35704964751762414,0.1910972774319358,0.11797044926123153
17,0.13375,1.4421875,2.8859375,0.02282038282592004,true,2.8367583837507482e-8,NaN,1,,0.512145,28.234804945926783,211.16020898113368,0.2352625,-0.042370154508952824,16.907317457262923,32.49159355642331,0.22323150042386714,0.6705086587119449,33.39110180003859,0.20971280901067824,,,,,,,,,,,,,,2.06296306732746,,,,107.89686272384715,,0.2880398224135612,,0.5167634533488192,,0.8798592356166626,,,,,,,,19.95510719594869,0.1502973067506121,6.574965343592476,0.13660325464130185,7.021858750760449,0.09198554990634199,12.295772246587063,0.18279491873548848,0.2778311114331256,,10.781428721275544,,0.8696292647354178,,1.4081947566175945,,30.59459776285545,,102.4312472112012,,151.52033285896096,,,,,,,,246.32588717397502,,,,58.089717737085834,0.754913,Model,0.999985,8.147036092563544e-5,0.7008399580020999,0.493084827120678,0.34249606240156005,0.3397705114744263,0.22958823970599265,0.13642091052276306
18,0.14375,1.2546875,2.5484375,0.033265733017602175,true,9.040917525737768e-8,NaN,1,,0.4312075,29.02084845575898,206.73818175987705,0.268755,0.03778443159022689,12.379447300554117,40.33997963721762,0.23809725928893544,0.6224417326132367,34.89378419275987,0.27670634920634923,,,,,,,,,,,,,,1.8123141101002758,,,,97.12948700937845,,0.22820461114472002,,0.45579126664602043,,0.8542639469157041,,,,,,,,20.756590405766477,0.16762337855971374,9.209031741317078,0.16389748290745196,20.253265348514837,0.13060519975547485,27.64464342831599,0.174622811499879,0.3244742665202095,,11.179781607756127,,0.32474084340244863,,1.4326592590965825,,29.40639269148349,,99.47504472361007,,150.38271996926562,,,,,,,,245.23336251251772,,,,57.88428806021911,0.63505,Model,0.8123825,0.00010480033524475654,0.596085195740213,0.39743493587339684,0.3000900022500563,0.35020248987550623,0.25097877446936173,0.20507762694067352
19,0.12375,1.3796875,2.7734375,0.00858513073199934,true,1.770144386625816e-8,NaN,1,,0.49187,28.6810675613337,211.2799110282515,0.2505575,-0.01297450614091655,14.415190475237626,34.5073549876642,0.22924419471100482,0.6558527976974865,33.830301852211825,0.24758184523809523,,,,,,,,,,,,,,2.0187051021292035,,,,104.4104328218441,,0.2844363734194242,,0.5111042327632902,,0.879105577852404,,,,,,,,15.902433724824194,0.13173165381077065,7.847225087223572,0.19669215721145297,7.505767016317384,0.19548717948717947,18.007053350836475,0.17180071979794326,0.30963016761243073,,9.45618685527658,,0.7535534219087909,,1.1523616556708627,,30.55809568770637,,103.87672423410623,,154.80876569355624,,,,,,,,245.7991680359983,,,,58.986691499586705,0.744134,Model,0.9999225,-8.428902372569928e-5,0.697727613619319,0.44098852471311784,0.336878421960549,0.37590370481475927,0.21675541888547215,0.1590039750993775
20,0.12875,1.2234375,2.8296875,0.014189939270209869,true,2.152297717827878e-8,NaN,1,,0.4378925,28.344992239608658,208.5792360632684,0.2388275,0.017148039428205888,14.909854065608494,39.0180071181987,0.2179751116006408,0.6250709658176141,34.69158147751296,0.19328970412019542,,,,,,,,,,,,,,1.8629164210574105,,,,97.50254288993379,,0.21334586466165417,,0.43913009828960603,,0.8592300746942461,,,,,,,,16.3763360380834,0.1195027603560296,6.353115586524494,0.12081424039478322,4.282711927095964,0.1730316742081448,13.625152868208014,0.1549533400115991,0.29009038765185446,,9.731266844222139,,0.9445817866951749,,1.2493964932215076,,30.050268486869477,,99.73896632175277,,151.83817824980142,,,,,,,,244.20835304830865,,,,57.770347783185095,0.653947,Model,0.848915,8.429807741955053e-5,0.6193040347982601,0.39488487212180307,0.2994749868746719,0.35717714114294286,0.19099977499437487,0.16829670741768543
21,0.14875,1.3484375,2.6046875000000003,0.04227592958883972,true,5.430716498722177e-8,NaN,1,,0.50273,28.024991874698003,207.44488158420157,0.274205,-0.031120230114817068,17.53075743818874,32.49278678500948,0.244159743313811,0.6713413250461604,33.5674005841384,0.2787143178242302,,,,,,,,,,,,,,2.103204173569884,,,,110.39418706546925,,0.2961742755328447,,0.5126518610229822,,0.8778269419862341,,,,,,,,15.6724315571639,0.2013142174432497,6.9775400792667694,0.18469383345577114,6.743239420563235,0.2539347278054098,19.66611412137726,0.20746601559603198,0.32627203503353375,,10.980645336359009,,0.4198775756143306,,1.1343289865605328,,30.127232332453676,,97.22879660417172,,147.10830548708705,,,,,,,,244.54046965454555,,,,56.406252045950886,0.736308,Model,0.9744625,-0.00020568079725372901,0.6987475626218689,0.4574139353483837,0.3520138003450086,0.389718014099295,0.2652291307282682,0.167659191479787
22,0.13874999999999998,1.2859375,2.7171875,0.020828924758624003,true,3.3875544147576875e-8,NaN,1,,0.4583975,28.102666037105763,213.04359156585303,0.27143,-0.0014927314942571668,13.449935127829812,37.23355822226641,0.22888956805111083,0.6403766998762548,34.44846510032585,0.2142159040426477,,,,,,,,,,,,,,1.9141349138028654,,,,101.76559235168212,,0.26470390535726285,,0.47397323845618367,,0.8671477775955387,,,,,,,,17.55198269767049,0.14223773654234798,8.273350139611313,0.13803968321553267,5.0420835178950245,0.1878613741974389,15.29278273910491,0.172479084103919,0.33669252790109117,,9.675222252823934,,0.5127849067850215,,0.95430226373335,,29.4039475870956,,99.55877782705409,,149.80648443428765,,,,,,,,243.43935293163452,,,,57.46625012353297,0.697476,Model,0.93047,-3.8636070650337035e-5,0.6554822258887055,0.4152628815720393,0.3044326108152704,0.377973601319934,0.24473111827795696,0.19157728943223581
23,0.11875,1.4109375,2.4921875,0.011211557476780638,true,1.3695348854980693e-8,NaN,1,,0.46857,28.354977192051948,211.0031167137262,0.2303175,-0.18984050366291386,16.654974894123818,35.15674549534156,0.2526630938020258,0.6450608868136265,34.32270691937255,0.20881818181818182,,,,,,,,,,,,,,1.8632974336925852,,,,99.75985435096896,,0.24226942726539402,,0.4679154733338493,,0.8678410487505122,,,,,,,,12.006641697404527,0.13385683644163304,7.759215129668856,0.12704757766673908,8.428471072139988,0.074959680246827,13.264224537941548,0.15753196631360897,0.27996450769140196,,8.877797898726577,,0.09205246894946514,,1.1752825803916858,,31.000204737842438,,102.0625817437072,,153.121611556258,,,,,,,,246.55909833079866,,,,58.813142761775666,0.732979,Model,0.99964,3.916374697889317e-5,0.6332908354582271,0.4501162529063227,0.3222905572639316,0.34004799760012,0.22571064276606914,0.125185629640741
24,0.11624999999999999,1.2390625,2.6890625,0.029015810970321836,true,1.2015835437750866e-8,NaN,1,,0.419115,28.44433747570458,208.04387609694066,0.2443975,0.005321463827963376,13.358523683385298,41.24303772886464,0.2265606290525535,0.6049091897542217,35.20066616022906,0.21515479541026197,,,,,,,,,,,,,,1.7788001714486736,,,,91.8690691049306,,0.19716702470461867,,0.41740881282428566,,0.8416044623082601,,,,,,,,13.035495466794261,0.11165253424394736,5.151450232384713,0.14826197101208521,6.229182121658733,0.12474581284430805,10.542587408473631,0.13765033531009255,0.3046672090621773,,8.101327567650683,,0.6452984196719563,,1.0947436879280168,,30.84747094444309,,103.70614218548712,,153.85349188378174,,,,,,,,244.80923297952535,,,,58.9117908849481,0.638067,Model,0.8309375,0.00014561051177849476,0.5871606419679016,0.37782194554863874,0.29234980874521865,0.34644517774111294,0.2082952073801845,0.17844446111152779
25,0.13624999999999998,1.3640625,2.4640625000000003,0.019141687371768468,true,2.4226727290965755e-8,NaN,6,,0.48384125,28.10303018059571,207.62572622756034,0.26036125,-0.028226333457989118,18.63810152180553,35.440551063742774,0.25544809442785216,0.6550702275592103,33.80748783861346,0.23778005231434096,,,,,,,,,,,,,,2.024789877081694,,,,105.09480403525394,,0.27100079597304894,,0.4880037149785872,,0.871719639177368,,,,,,,,16.175651372505303,0.17770459449659085,7.400607978368678,0.1525450808659593,6.696569397719852,0.20398218646746158,17.73463357976451,0.1950730761691098,0.3078042645892897,,10.41594809643409,,1.1200559679692097,,1.623224662412963,,30.20450189198256,,100.04656119267844,,149.2995364737454,,,,,,,,245.2286146702349,,,,57.79900018506628,0.7267685,Model,0.9698395833333333,2.504690070089554e-6,0.668165,0.44787875,0.33548,0.37780125,0.23247,0.1708125
26,0.14625,1.3015625,2.8015625,0.029040999720676208,true,4.854604540582841e-8,NaN,1,,0.495685,28.158206264662823,209.4935654309136,0.2761525,-0.08619933182980434,20.940338363446266,35.4561747983365,0.22543849419656123,0.6619442836631864,33.64345866779327,0.23726725730800208,,,,,,,,,,,,,,2.2101342562105066,,,,109.25498034301981,,0.3015521064301552,,0.5243146972278148,,0.8806850774399737,,,,,,,,17.636658406026243,0.2047442919126538,8.90958296352636,0.1573553419191003,7.5008218685613,0.23789698241750679,19.422267497795403,0.21320555501064498,0.32428235522478926,,10.889606713227225,,0.6895793540794478,,1.2285636342971078,,29.29596719974147,,96.34386801480574,,146.43709449116457,,,,,,,,243.62594705571857,,,,56.82555532595284,0.733022,Model,0.9764825,-0.0007279800471011455,0.7078146092695365,0.4678541963549089,0.31137028425710644,0.3776211189440528,0.24479861996549915,0.20603015075376885
27,0.12625,1.4265625,2.5765625,0.00981391997215671,true,1.9923680483202588e-8,NaN,1,,0.491655,28.368737236964307,209.92773471418332,0.231395,-0.003622736373530582,32.67257048068394,34.56215324099002,0.24693045073458147,0.6602297235525392,33.763355383845685,0.24506769825918762,,,,,,,,,,,,,,2.021263527293444,,,,104.31573485345916,,0.2707590936596518,,0.4917208294645621,,0.8724084241579939,,,,,,,,16.464038936273035,0.18904187165964675,7.639603829762319,0.1766168009205984,9.670037035607288,0.1292238378046283,20.711666514255345,0.17641401099381526,0.27268230545986194,,10.688718386087258,,0.4100368207206478,,1.1632129059755913,,32.41098731841164,,103.37850232158615,,155.22002820815848,,,,,,,,245.06951112837024,,,,58.65786816298109,0.743798,Model,0.999925,0.00011930342149932476,0.6842657867106645,0.459303982599565,0.331380784519613,0.3550097495125244,0.23478586964674117,0.10438010950273757
