race,owneryoung,medwealthyoung,medwealthold,transfrateyoung,tp2wealthpyoung,h2wyoung,wealthatpurchaseyoung,r2incyoung,LTVatpurchaseyoung,first_ownyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfsize_medyoung,transfsizeyoung,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,ownerall,type,ownerold,bng2w,owneryoung_prich,owneryoung_pmiddle,owneryoung_ppoor,transfrateyoung_prich,transfrateyoung_pmiddle,transfrateyoung_ppoor,iter
All,0.48911393,22.891741,197.07748,0.23871817,0.025912866,2.3202302,33.091656,0.22807103,0.66171205,32.111656,0.25030881,0.41513664,,58.126503,0.99884349,2.2074633,1.9645171,4.0497971,3.9570575,,532.66333,256.15219,292.80261,111.98166,2.6147373,0.57480097,1.2254163,72.936325,143.94795,0.24126698,943.43481,277.41968,0.086931311,0.039473686,0.30993032,0.0042854086,4.9353294,0.23067854,3.7173645,0.22707427,6.0096021,0.29925275,4.6777744,1.5261416,3.9556026,415.14114,74.218201,634.78448,94.030357,,940.52222,612.61243,520.77112,619.13947,372.33066,1.6628753,114.76834,0.6490221,Data,,,,,,,,,1
