race,owneryoung,medwealthyoung,medwealthold,transfrateyoung,tp2wealthpyoung,h2wyoung,wealthatpurchaseyoung,r2incyoung,LTVatpurchaseyoung,first_ownyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,owner_age3536_inc1old,owner_age3536_inc1young,owner_age3536_inc2old,owner_age3536_inc2young,owner_age3536_inc3old,owner_age3536_inc3young,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfrateowneryoung,transfraterenteryoung,transfsize_medyoung,transfsizeyoung,wealth_age3536_p10old,wealth_age3536_p10young,wealth_age3536_p25old,wealth_age3536_p25young,wealth_age3536_p50old,wealth_age3536_p50young,wealth_age3536_p75old,wealth_age3536_p75young,wealth_age3536_p90old,wealth_age3536_p90young,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,ownerall,type,ownerold,bng2w,owneryoung_prich,owneryoung_pmiddle,owneryoung_ppoor,transfrateyoung_prich,transfrateyoung_pmiddle,transfrateyoung_ppoor,iter
All,0.47840333,23.4820746059065,189.3580492433891,0.2388,0.025912866,2.2796574,37.139923,0.23357815,0.65027797,32.448891,0.25181288,0.3834208,,57.200554,0.99981201,4.1421862,11.571973,4.0181103,3.9515297,,522.86005,255.47807,289.21667,111.26457,2.59936,1.0782282,8.9775352,73.254601,145.7337,,0.25504398,,0.5721181,,0.78923416,0.25111365,921.2893523708505,281.3833034344327,2.2697382,0.039473683,0.30992955,0.0042854082,4.9637427,0.2391959,3.7063563,0.2174055,6.0096021,0.29925275,4.7452822,0.22143419,0.25142843,1.5261416,3.9556026,,-16.237911,,2.6297872,,33.152367,,139.21405,,367.39084,415.19324,74.450966,634.76923,94.080116,,960.65228,627.08185,516.8717367568646,632.45575,388.02866,1.6299202,116.4087902396126,0.6371944,Data,,,,,,,,,1
