race,medwealthyoung,medwealthold,owneryoung,h2wyoung,r2incyoung,wealthatpurchaseyoung,LTVatpurchaseyoung,first_ownyoung,transfrateyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,owner_age3536_inc1old,owner_age3536_inc1young,owner_age3536_inc2old,owner_age3536_inc2young,owner_age3536_inc3old,owner_age3536_inc3young,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,tp2wealthpyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfrateowneryoung,transfraterenteryoung,transfsize_medyoung,transfsizeyoung,wealth_age3536_p10old,wealth_age3536_p10young,wealth_age3536_p25old,wealth_age3536_p25young,wealth_age3536_p50old,wealth_age3536_p50young,wealth_age3536_p75old,wealth_age3536_p75young,wealth_age3536_p90old,wealth_age3536_p90young,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,boot
Black,3.733474656296524,36.67486120431507,.25959173,2.4908257,.24582738,25.322151,.55799311,34.962723,.11838337,.066183873,.26538807,,56.799042,1.5173558,2.2035501,7.5663323,3.4720042,3.4188783,,84.026398,47.004833,47.323483,18.90254,2.5035515,.65114981,2.3839152,58.609322,111.15569,,.1679036,,.36317915,,.66390353,.26274773,239.6665337319212,147.1290007514692,.077756532,.09615384,.6302402,.026845638,.059674136,1.732121,.04852394,3.1485755,.088171534,4.6517873,.044777241,3.1178231,.098347351,.12343841,1.0174278,2.3897095,,-18.295876,,-2.5888932,,8.9178972,,138.05347,,193.8994,60.724693,15.123965,7.4272227,34.308964,,150.38771,128.1205,108.5313089297974,124.50194,75.301811,1.6533724,40.03315223595877,52
White,33.46039343362611,247.0661110417531,.52907568,2.2447169,.22529627,39.192921,.67887467,31.787939,.26896098,.30816695,.42634368,,56.937622,.91645813,3.7954121,9.3480101,4.1264048,4.0797262,,583.33014,357.99194,344.75082,191.22157,1.8028867,.9560613,6.4346237,71.718307,151.23822,,.30885321,,.58300346,,.7876448,.23268542,962.7730812958774,307.6867707531779,3.3669143,.029850747,.24502112,.0034904014,.019015444,3.1144054,.29536948,2.9945893,.26361069,6.0600386,.41578498,3.6723776,.24147837,.29368943,1.5261416,3.9074943,,-19.639494,,2.8276491,,50.133167,,172.13451,,454.31949,391.89392,93.12722,757.58807,98.724541,,1013.4852,751.70667,589.3244410955625,689.35321,517.17114,1.3329306,137.2407963347316,52
All,23.65920725238103,190.5565164860159,.48098114,2.2866781,.23384035,38.448639,.6491496,32.508358,.23883921,.24709861,.4354718,,57.192371,1.0005165,3.961977,6.9422541,4.0278678,3.9598737,,521.18695,256.65591,288.72174,110.36617,2.6160347,.6595543,5.3873692,73.196472,145.41167,,.22371964,,.57527894,,.78356922,.24652776,927.0396410036146,276.4452098761653,1.4885091,.03125,.33686233,.0046019326,.024606826,3.886215,.24846411,3.5388446,.22148375,5.8822989,.24736898,4.0508962,.22285171,.25045156,1.2209133,3.5264847,,-15.7099,,2.957232,,32.997524,,146.26781,,384.88806,436.5463,82.030846,641.74341,98.234924,,957.54443,618.41754,527.3322410306998,613.97198,391.70319,1.5674419,114.8664897659162,53
Black,2.793588687456568,35.9591053519051,.25545388,2.5121899,.25314152,7.5248084,.54314661,35.146408,.17166966,.14846519,.25047937,,56.864021,1.4483413,2.3311782,3.9322901,3.4480577,3.4252784,,75.484161,42.746735,53.556541,15.508713,3.4533195,.71137422,.9052673,58.758533,109.98959,,.14742967,,.45396018,,.61314857,.26891309,237.1848187461395,117.4530961306915,.067463003,.13317944,1.11033,.021276595,.074487418,3.1178951,.19603886,2.7980375,.11999793,5.0871387,.045916799,3.2480283,.14000258,.17842914,1.2209133,2.5882661,,-27.078709,,-2.3169532,,8.9785223,,42.873135,,124.37953,95.025551,12.62997,72.701614,19.923954,,167.09488,118.77482,107.200047064952,134.647,71.382477,1.8862753,32.32091876190209,53
White,34.46438684107555,250.2962194843006,.53709078,2.2531474,.221404,44.518147,.67028058,31.971197,.26109573,.28130454,.46295208,,56.974937,.93241382,3.732321,7.7957978,4.1252046,4.0893474,,592.05505,349.60947,335.9577,195.19141,1.7211705,.6500625,6.2324705,72.411453,148.66563,,.24340257,,.61134267,,.80355179,.23406635,980.5758166729582,303.7105046264107,1.7901597,.027886225,.22310919,.0037783375,.016510051,3.6250558,.29047969,2.8375878,.25278878,5.9017015,.30145404,3.8604219,.23625216,.28420961,1.2209133,3.5812337,,-18.215199,,5.8855681,,50.438446,,170.10287,,435.00482,463.25424,94.788803,674.20563,115.12038,,1025.8171,727.98523,601.8382638619138,655.70782,512.81317,1.2786486,135.2505477576574,53
All,22.7121715502319,186.4266491947815,.47515565,2.2803915,.23635818,35.303101,.64139551,32.438057,.23550799,.24924296,.41354498,,57.266273,1.005072,2.8375232,2.6864202,4.0115485,3.9465036,,488.34079,252.67471,295.22937,108.26093,2.7270169,.58606088,1.4776905,73.489609,146.0072,,.2560026,,.55411029,,.7978363,.2459837,900.1264928396023,279.3695488737956,.069719166,.04519774,.2814081,.0053763441,.026701231,4.6721101,.21559002,2.7797539,.23790573,6.2589726,.2625531,4.2238283,.21540111,.24932206,1.5261416,4.2269211,,-17.473509,,1.5946001,,29.507345,,135.11243,,379.72626,375.18277,75.93589,884.39478,86.869057,,894.39343,620.53601,503.0939592104874,636.58398,376.8183,1.6893659,115.7263507531009,54
Black,2.087312114206047,36.14568234638086,.24820997,2.4895945,.25031188,9.4145622,.48731026,35.380966,.15735768,.1253846,.36618367,,56.306194,1.4832003,2.0662644,7.7893057,3.4880314,3.3897007,,83.898796,39.213539,64.461258,16.761808,3.8457222,.6099717,2.2988927,59.390865,105.69409,,.15382268,,.38196197,,.70430267,.26536804,194.8649525238382,129.3396565108223,.0595879,.088888884,.96376699,.016393442,.047783159,3.5935993,.08963488,2.8367796,.13258894,2.6464233,.10166147,3.2443151,.12384612,.16389003,.81394219,1.5718577,,-27.714306,,-2.2178636,,8.0673609,,29.333418,,80.859512,43.807106,5.797195,-75,30.428465,,155.77112,113.57779,96.83410221765007,149.84082,68.370499,2.1916006,31.76683153575861,54
White,33.89757101837453,240.1894599877867,.53334969,2.2595272,.22533463,40.901943,.66942561,31.801136,.25910905,.28802213,.40243423,,57.244549,.93519479,2.9003906,2.2845371,4.1038399,4.0844531,,575.39386,353.21881,339.20706,192.19662,1.764896,.56112361,1.4765908,72.780502,149.4433,,.30927023,,.61327833,,.80830401,.23309281,957.8528457195727,305.0846375266685,.069997288,.045045044,.19671915,.0038314178,.02388778,4.7571006,.2511681,2.5092754,.28430426,6.4245005,.31993136,4.2180686,.23187958,.2828652,1.5261416,4.6042852,,-16.011049,,4.4023399,,50.254456,,169.76981,,463.65344,424.33676,89.001717,887.02673,98.116333,,991.77948,731.72827,577.1852789984913,673.48242,500.1387,1.3465912,137.4135897594828,54
All,22.88356005850079,190.395830609738,.48157513,2.2835429,.23492479,31.990728,.65439194,32.534378,.23778933,.25486293,.32147443,,57.665382,.99974906,4.9585314,2.9526467,4.0137024,3.9494684,,573.08789,253.6763,291.19156,112.84064,2.5805557,1.4409103,1.6217084,72.835266,146.61357,,.26731634,,.56171513,,.79334837,.25222126,936.1669099660121,273.3114519748957,1.4482329,.041666668,.21494749,.0037037036,.025386421,6.1792002,.21393101,3.6309369,.26383579,2.3292074,.28973645,4.5749717,.24260993,.23407923,1.0174278,3.6981189,,-17.584028,,2.113785,,30.315529,,129.64175,,381.00421,425.99432,70.453239,917.31537,98.248466,,991.81488,630.52942,525.7005591831934,640.09192,390.21649,1.6403508,114.1430524563922,55
Black,3.593353483240333,31.68404579409276,.26654011,2.4999535,.24918197,19.61619,.54882926,35.146492,.13444366,.16026725,.2692745,,56.971394,1.4818746,2.4024274,6.7245159,3.4353364,3.4155667,,99.811829,42.388638,60.129436,14.689589,4.0933371,.76293766,4.1658788,58.216618,110.17542,,.23542088,,.38224506,,.70151055,.27853698,266.5800874179864,138.7878170038225,.05968,.18939394,.93714631,.021276595,.056910846,3.1151025,.15192671,2.2735872,.15050437,2.5424275,.1708979,2.6773434,.18406166,.1220673,1.0174278,1.9204174,,-20.532019,,-.24780844,,10.573589,,38.127892,,215.19278,138.3681,15.927603,59.68502,15.772139,,171.6725,127.09471,110.632105241863,135.83139,74.029526,1.8348272,36.98969203800584,55
White,34.35595053549989,251.9743667108021,.53319871,2.2552521,.22442487,36.734024,.68656951,31.959648,.25986528,.28078893,.40271842,,57.702557,.93429708,4.8878579,2.7384095,4.10708,4.0797653,,642.93781,350.42307,335.87708,188.8499,1.7785399,1.5418637,1.4783747,72.230614,150.03,,.30032748,,.60655665,,.81640947,.23615544,989.1777976209436,295.6137532775273,1.6696386,.039682541,.1488657,.0034782609,.023025285,6.5646062,.23101501,3.6080842,.29303002,2.306329,.34361714,4.7173495,.24825351,.27068952,1.2209133,3.8797085,,-19.699427,,4.2476997,,48.372093,,152.01825,,427.05569,458.53149,81.320908,977.68732,108.47237,,1072.4758,738.25745,599.0375860967081,683.92078,509.79996,1.3415474,132.6253946069579,55
All,22.79098478636938,194.9834430784913,.47980344,2.2657769,.2344806,39.140163,.64858985,32.408249,.2420226,.29189014,.41985294,,57.122299,.9865278,3.5970745,8.8045616,4.0140128,3.9523678,,516.66998,254.4538,284.54169,114.6237,2.4823985,.70410115,5.3314891,73.202957,145.46072,,.26670483,,.57046908,,.80728948,.24678949,935.4899830465947,273.8488434805685,.8586669,.04519774,.3202107,.0041841003,.033228122,4.9818349,.26158029,3.1822119,.27645135,2.6562002,.33150691,3.9759057,.23177388,.24983533,1.5261416,3.8220241,,-15.056467,,3.1460891,,34.211102,,137.66129,,347.86136,374.82642,72.005272,647.50427,77.368958,,975.70514,632.84479,524.1889536788235,646.43835,389.53708,1.6595041,113.6393467110416,56
Black,3.277039898487716,32.81046539658976,.259812,2.4033701,.24836865,22.539677,.54450244,35.024044,.10013025,.087198004,.28205884,,56.307522,1.4661834,2.6338549,11.636066,3.4066944,3.4381766,,93.564583,44.296383,42.315453,17.24062,2.4544044,.67550921,2.423311,56.937695,112.94508,,.15179688,,.47562242,,.69785225,.28166014,214.7492208450484,128.8676570435099,.076460801,.15625,1.087428,.01953125,.042727649,2.2480302,.033461623,2.7722721,.12876275,4.9719305,.079588078,3.1585424,.1516768,.086842537,1.0174278,2.6762874,,-18.662102,,-5.7371202,,9.5740528,,36.660637,,112.7217,70.102013,17.877707,-75,21.178009,,163.45856,120.06808,100.0375665859585,119.74205,74.545715,1.6062902,35.09013363040378,56
White,33.6351745698612,249.8325282098473,.53290868,2.2375524,.22334372,43.414341,.67228836,31.77693,.28149727,.35284209,.44190189,,57.126442,.91110766,3.4614215,9.0910797,4.1114798,4.0797033,,601.27313,349.76202,330.17285,200.80956,1.6442089,.68936974,6.0623274,72.447365,147.41449,,.31156462,,.59004146,,.81834078,.23023796,989.3781658044064,298.9994604107307,.95874023,.042808216,.26118916,.0038314178,.032827489,5.0391326,.33094752,2.8588073,.31703612,2.5703614,.44409814,3.8896954,.24691452,.31410405,1.5261416,3.8352818,,-16.369244,,5.3416739,,48.688999,,160.43829,,391.85602,422.86649,88.266556,648.36279,83.676636,,1074.5352,746.14246,598.4799925855419,693.32721,512.86584,1.3518685,133.7125107823723,56
All,23.87494710866902,186.2766430828074,.48048568,2.2655599,.23461425,32.264198,.65516585,32.450333,.24373059,.26202554,.40874076,,57.154278,1.0166725,4.4041781,10.989183,4.0089259,3.9549842,,547.04431,257.91565,297.82648,105.11428,2.8333588,1.3620076,8.5243225,74.163177,146.57927,,.24252068,,.56831515,,.80056369,.25663805,939.7355856592962,283.046360352478,2.0877521,.039867111,.22420923,.0040983604,.02776313,4.800344,.24135481,4.9206629,.21460354,10.773396,.33378205,6.0204411,.21515535,.26353285,1.5261416,4.0517116,,-19.514137,,2.2961822,,42.024323,,145.84848,,421.52029,458.7688,69.673248,599.73248,95.814018,,999.08337,634.1803,518.7915783439797,643.87158,379.59198,1.6962202,118.4546336764412,57
Black,3.780807449728134,34.98458490857076,.27296978,2.4599249,.25105739,21.31406,.55804616,34.952984,.14311978,.11000685,.26965591,,56.28973,1.5369945,2.1919878,5.2736402,3.4182506,3.4470124,,87.969185,42.690411,53.68644,14.124167,3.801034,.74157244,1.1967334,60.616196,115.1823,,.161406,,.42184377,,.67412239,.28571671,248.2501508443115,163.2593618218474,.057433076,.018750001,.51935053,.016393442,.039207146,3.0965579,.11294527,1.9944656,.1064193,4.6469646,.11314274,3.1848247,.11966611,.14754333,.71219945,1.7828573,,-20.65155,,-1.15819,,10.706153,,146.67842,,234.0759,134.22762,14.009391,70.34391,44.181313,,167.9557,129.36623,103.9778102746045,126.72527,69.052605,1.8351989,44.63823300503886,57
White,34.24525939699679,242.786664269216,.53343058,2.2285542,.22164169,36.570225,.67741662,31.842255,.27380401,.30266351,.43927646,,56.922291,.93582946,4.544714,12.304741,4.1024284,4.0802341,,632.81183,355.17172,339.30853,184.12617,1.8428044,1.4892089,9.8659678,74.048393,149.3264,,.26508731,,.59725368,,.82103157,.24145949,997.7907526732888,307.6927772500625,2.3963211,.039867111,.19762149,.0035587188,.026740847,4.6025991,.27757671,4.4821258,.25562167,11.127014,.41023576,6.0460124,.22805709,.31321105,1.5261416,4.2501731,,-24.167562,,3.3717105,,51.290371,,182.51454,,459.10303,517.29248,75.40667,626.73053,104.01176,,1089.0347,744.03619,593.7789925461885,686.21808,497.88177,1.3782752,138.4546124329111,57
All,23.44492232980127,188.7386664136471,.47608194,2.2483003,.23467089,39.974148,.65159136,32.431988,.24621618,.24966049,.38025209,,57.252228,1.0067118,5.6220264,2.6423023,4.0046449,3.9466,,507.55447,251.09077,291.03687,104.7849,2.7774696,1.6758822,1.1372435,72.485558,145.71385,,.24277243,,.58808976,,.79027838,.25639474,933.3406983298679,284.1538355320538,2.8276217,.035714287,.2369331,.0040983604,.023112915,3.7444847,.24275482,3.2152963,.20882924,6.0580935,.28613755,4.0553269,.22923739,.25838062,1.5261416,3.5864165,,-14.166251,,3.1981459,,35.740124,,157.70425,,378.14926,425.65985,77.9674,582.97272,108.84349,,957.36218,624.52417,525.4668387286923,636.4104,376.82907,1.688857,117.6023093545615,58
Black,3.309970362824479,31.28043588296978,.26711965,2.5090613,.2498433,11.939511,.53008044,34.914433,.15752017,.1313013,.17529653,,56.435146,1.493577,2.2423706,6.8059087,3.4158955,3.4353187,,98.582848,41.217804,52.078121,12.367556,4.210866,.67222506,.95977485,57.072853,107.44824,,.18943512,,.44054687,,.644813,.27942565,212.1309531708409,134.9164827829558,.070323318,.088888884,1.0480884,.021276595,.058963817,4.9523969,.12292732,2.2990172,.09117876,3.2305632,.2015433,3.7543609,.12138312,.16636118,1.0174278,2.0181274,,-19.352251,,-1.7173424,,11.390309,,38.968239,,127.03499,88.214241,24.420759,80.369781,63.736412,,179.218,123.77123,99.10319426852357,127.77691,70.483414,1.8128649,38.93060987689315,58
White,35.10638082502091,244.5248501285762,.53116488,2.2061131,.22272719,48.712074,.67681146,31.831749,.27511159,.28759587,.42549649,,57.196495,.94087297,6.0940328,2.237855,4.0984755,4.0803256,,560.2735,342.20856,329.89941,189.13892,1.7442175,1.9177949,1.1521219,71.987518,148.0824,,.25850898,,.61437702,,.80941874,.23922874,985.7270755327507,311.4421116611348,3.2836351,.033333335,.15537721,.0037783375,.018862518,3.6716275,.28204668,2.9673138,.24626736,6.3376551,.33087701,4.0003123,.25140321,.29611892,1.5261416,3.7091591,,-16.618065,,5.6883945,,48.153198,,183.58124,,438.01328,468.67007,89.701195,626.61835,118.53793,,1021.9964,737.31616,597.0734135243179,682.5589,494.38452,1.3806236,138.6571055731344,58
All,23.89501320182714,195.4523483865392,.47821331,2.2391672,.23307426,39.375832,.65356117,32.353394,.23163849,.26016769,.39399776,,57.095314,1.00712,3.9563162,10.104647,4.0284138,3.9496255,,545.30695,259.75244,289.97128,110.79678,2.6171455,1.1175947,8.7294874,73.927933,144.35497,,.24569385,,.58807307,,.78848654,.24318691,909.720789621409,275.9456788131441,2.319495,.039682541,.22859673,.0039534373,.01855815,5.2031584,.22985123,4.4352579,.24246736,9.0691071,.32794604,5.6560602,.21690729,.24202585,1.1191705,3.5719101,,-16.817091,,2.9061453,,31.330248,,129.72186,,337.16327,398.86398,71.905792,446.43134,101.60567,,949.55011,633.36578,520.6444493669362,636.35938,389.8483,1.6323256,117.5532216284791,59
Black,3.52102651638009,34.41590352466323,.254841,2.3927586,.25092611,8.685812,.50921655,35.070263,.15613714,.13659967,.22595017,,56.324074,1.5012628,2.4623866,3.4493155,3.4222708,3.3915999,,94.715065,41.548634,45.475082,13.675251,3.3253562,.71347463,2.5510075,56.073345,103.53972,,.17928517,,.40034178,,.6723417,.26633999,180.9654325956544,150.1176765263411,.03159507,.03125,.25855026,.01201923,.039550915,3.5937803,.14687733,1.5208272,.10026847,3.5129061,.24125494,2.9690273,.19557035,.14773864,1.0174278,1.5898263,,-15.527726,,-.17606428,,11.738345,,58.774487,,104.19112,114.19044,10.227394,77.547249,15.192068,,179.51628,119.93935,91.95822537788852,124.49499,67.769989,1.8370224,39.26856142606957,59
White,35.25354126151709,251.8919006377209,.53283149,2.2234678,.22116567,48.55888,.6883142,31.706816,.25571793,.30121922,.43656874,,56.986713,.94208097,3.9244003,11.600655,4.1253152,4.0860276,,609.21014,356.94318,332.00473,193.34962,1.7171211,1.1876308,10.125321,73.825623,148.22723,,.28030917,,.62597853,,.8094694,.22938587,960.8432587304351,298.0041626400458,2.7850034,.041237116,.22922608,.0030674848,.016207881,5.1942687,.25791532,4.1779613,.29606161,9.9055748,.36703473,5.7355804,.22556569,.28291717,1.2209133,3.8792028,,-19.046793,,5.7682972,,50.679993,,153.35471,,398.74066,441.00079,85.464272,506.86102,112.78179,,1020.311,745.91901,594.420399234497,681.43048,515.41876,1.322091,136.8944061323959,59
All,24.91781769245669,187.0391724917751,.47858658,2.2474248,.23319367,37.279995,.65111041,32.391609,.23634592,.2473233,.37017399,,57.328873,.99693733,4.463057,11.730989,4.0065546,3.9604383,,524.05701,261.7435,299.75912,114.87634,2.6094072,1.220345,8.6598721,74.144592,145.15674,,.24830277,,.56600714,,.78258729,.25952014,929.9531721659796,286.7804474952323,.89511669,.035714287,.25631976,.0038314178,.018583857,3.5092173,.24256848,3.2720053,.19130653,12.375739,.35079569,5.2346349,.23274222,.23887208,1.5261416,4.2216744,,-17.179453,,2.5680513,,31.5345,,136.11598,,377.77286,391.41522,69.602066,612.01282,101.08587,,964.48547,635.23938,523.6353008873136,636.17847,395.38815,1.6089973,119.6620626667586,60
Black,3.794184899425318,30.67712582078435,.26774967,2.4727097,.25024453,13.821914,.54421139,35.014454,.13736349,.064822048,.30626911,,56.231838,1.4654638,2.3577099,2.2515516,3.37642,3.4368684,,91.711418,43.416622,48.684231,14.420959,3.3759358,.69962937,.95578104,59.793129,108.15034,,.13411275,,.37933844,,.66501391,.28528062,222.7815836255162,154.0617817416188,.027979661,.052631579,.26831138,.016393442,.033769805,1.5789948,.055406418,1.6526629,.04419256,6.5997748,.12953621,2.8868694,.12772681,.13987616,1.0174278,1.4379647,,-14.277506,,-.94812858,,7.5716386,,33.003769,,137.51854,52.36768,17.897594,60.375053,67.683197,,162.68834,126.82631,99.38681827682096,123.75024,71.714363,1.7255992,40.8157932544239,60
White,36.9431560506555,242.3748570210521,.53201473,2.2107158,.21932411,44.687317,.66660291,31.795216,.26184878,.28900266,.37862411,,57.248207,.93037409,4.2177186,13.59675,4.109271,4.0899482,,597.08215,353.10046,340.483,189.20184,1.7995754,1.2819782,10.139235,73.495087,148.08199,,.28313363,,.58884221,,.80244786,.2403385,985.2945525480495,310.0003321515701,1.0461863,.034602076,.25709087,.0034883721,.016866049,3.2278264,.28791788,2.5845747,.22803743,12.675915,.41041669,5.1269011,.24521008,.27638865,1.5261416,4.6164298,,-22.999424,,4.5310745,,46.470066,,159.75185,,410.23926,446.00565,83.587448,660.85956,106.01979,,1049.3994,747.68707,598.8411346750337,683.909,518.17249,1.3198482,139.4799617259449,60
All,23.30586692781652,194.6958328419751,.47966325,2.2371087,.23266618,41.046204,.6554426,32.472713,.2345635,.26400119,.3990069,,57.233448,.98708886,4.4494467,4.3332558,4.0084429,3.9528172,,518.66309,262.2926,301.45334,119.67248,2.5189865,1.0264099,1.3655928,72.219032,145.45616,,.2554647,,.5702647,,.81045592,.25398099,939.9861765783417,285.2136121925415,1.5393149,.03125,.25985515,.0040983604,.022138797,5.5578713,.24076852,3.7575316,.22214898,13.927164,.32246637,6.3119998,.22918624,.23857866,1.5261416,4.5843472,,-15.431943,,3.4336355,,36.479805,,130.36584,,340.9303,363.32587,64.691689,787.22229,108.61668,,944.46234,636.76703,526.3152598870159,642.20282,389.68048,1.6480241,118.1808255457431,61
Black,2.88179728917931,38.70954892835746,.25493965,2.3023984,.24339268,13.483492,.58303952,35.012123,.13758872,.12878256,.30273649,,56.292545,1.5009129,2.0058882,1.7006396,3.459693,3.4165394,,87.98278,42.285812,43.557346,15.505684,2.8091214,.6185174,1.0074388,58.251347,104.14656,,.16702159,,.3814804,,.66616821,.27755117,222.3249224960237,144.668428899531,.070796549,.13333334,.69954711,.016393442,.043296676,2.0817773,.11864321,2.6702948,.13425303,7.432014,.081743203,2.8699906,.13015816,.13933061,.81394219,2.3535569,,-27.576012,,-4.9187579,,10.809816,,52.650768,,229.99693,77.07473,12.340406,-75,23.900545,,158.01009,124.41304,102.3608829794188,114.7257,79.545601,1.4422632,36.93809106002979,61
White,34.84202992704885,250.3735825864198,.53518838,2.2226892,.22284983,50.530712,.67239362,31.819603,.26338816,.30637667,.41764191,,57.175056,.91419554,4.6367178,4.9228358,4.0996056,4.0846944,,603.04962,361.30258,348.92804,196.80112,1.7729982,1.1053911,1.4480858,71.892593,149.4572,,.2772828,,.61243963,,.8306638,.24139069,989.564195543543,309.7195282549891,1.7973642,.030889552,.22466066,.0037037036,.020078899,5.9397497,.28606325,3.2581863,.25642028,14.125096,.38810468,6.5757217,.24688375,.27874419,1.5261416,4.9209762,,-13.860636,,6.194736,,52.165707,,155.12054,,411.4931,390.17169,68.328079,845.89581,121.73766,,1029.1821,746.90833,597.8950141968579,684.29828,512.05945,1.3363649,138.4466356212709,61
All,24.06738517711311,190.9146346346946,.4799062,2.2526407,.23289998,41.529572,.65245289,32.50005,.25281498,.24628834,.37139711,,57.08606,.99971867,4.0266676,7.1400132,4.018887,3.9563665,,534.12231,264.8038,292.539,114.95524,2.5448079,1.1059558,5.3142118,74.500984,147.01947,,.29606864,,.60795164,,.79464442,.25151858,901.5692579356868,283.1909468064597,.86228275,.039867111,.30593508,.0044444446,.026822129,5.4381447,.23721273,3.834686,.2076887,5.9200068,.30639037,5.109653,.22949928,.26979366,1.5261416,3.8368862,,-14.188468,,3.9657419,,40.406063,,165.02168,,425.05518,394.99576,83.176041,555.15527,85.934334,,937.71509,633.51935,510.6527315666502,630.9093,397.42883,1.5874774,118.3430005926545,62
Black,2.478077818990034,33.10966847796258,.25244603,2.5428431,.25106519,20.363935,.58244073,35.138214,.17161892,.11112385,.22094826,,56.960007,1.5219187,2.4908562,9.4060535,3.4370928,3.4051428,,89.807312,39.695419,48.224274,15.92872,3.0275044,.81070834,3.3042066,58.553352,110.41391,,.14007334,,.41905084,,.70579243,.27378678,232.9940050564918,126.6440457305089,.053789958,.13333334,.88036776,.01923077,.046713788,4.8439412,.081559412,2.994499,.11006685,3.898248,.13710633,3.8754516,.120085,.18685138,1.0174278,2.6027195,,-21.488222,,-1.9664713,,8.7664585,,39.327328,,223.05898,101.7543,20.214302,-75,5.9674687,,158.17537,119.09236,100.8051041591693,125.533,73.906609,1.6985354,33.31506426060202,62
White,35.84419526046554,248.4610724290304,.53454304,2.2058008,.22030419,48.982063,.66683829,31.870724,.27736658,.27676395,.38007081,,56.925629,.92635137,4.3769364,7.3671608,4.1123528,4.0937634,,602.6651,359.71338,341.87469,199.21494,1.7161098,1.1743152,6.0075116,73.938728,149.4837,,.35521629,,.64308691,,.8035394,.23956642,945.6507178989037,309.6309422018909,1.0048223,.032916393,.23470131,.0035794184,.023761522,5.2603722,.26898706,3.0492964,.22210851,6.0958424,.3869397,4.9474812,.25037676,.30129302,1.5261416,3.8740504,,-15.083234,,8.746686,,55.571102,,195.20425,,475.77258,449.16116,98.586411,589.01849,99.541634,,1025.0784,745.42804,580.4065400090215,676.42627,518.85864,1.3036813,139.9805862338522,62
All,23.88731524455741,189.6601105694067,.4792265,2.3064809,.23102236,27.777136,.64102966,32.398163,.23938468,.23850906,.42387208,,56.863029,1.0109497,4.2184305,10.405013,4.0077562,3.9603553,,490.96075,253.63695,295.03629,107.80614,2.7367299,1.0580616,8.6824045,74.81575,146.88742,,.22982517,,.58536482,,.77080703,.25520849,932.6331456414904,280.8303257383567,1.5061357,.03125,.18750265,.0034956306,.018779995,3.8645976,.2207845,4.1903744,.22293328,15.123382,.2624543,5.9593911,.21198052,.25837284,1.0174278,3.5820744,,-20.194735,,2.0619335,,32.480103,,136.9505,,341.06253,445.01608,76.773781,695.28961,78.338501,,919.21356,625.07709,519.5657250640286,636.64069,382.77444,1.6632267,116.6146575226934,63
Black,2.931907156287796,35.33443120876344,.24922077,2.5061529,.24553378,12.744702,.55603409,35.166592,.20269471,.10068034,.33630955,,56.588596,1.4646877,1.9892957,4.3413286,3.4709706,3.4397011,,100.6571,40.324345,50.987186,15.598353,3.2687545,.60845327,1.0344907,57.179569,109.743,,.15801685,,.38865697,,.66054112,.27229825,218.8731523020095,136.8029168966114,.037498605,.03125,.49533743,.016393442,.040828645,2.8842609,.15840413,1.4182808,.077416651,13.570921,.013990848,2.7364905,.080460556,.231699,.61045665,1.9012362,,-14.509503,,-1.0414188,,8.0137262,,39.888176,,224.83176,91.94796,20.155293,,23.076801,,178.09802,119.58502,104.0564683709945,129.69322,73.882607,1.7553959,34.83634328033034,63
White,35.24653744572495,247.2778501868364,.53669685,2.2762928,.2199987,30.434895,.66689104,31.78932,.2548632,.28450772,.45922798,,56.679871,.94385022,4.5559998,11.684872,4.1002002,4.0911064,,558.86713,349.33566,345.05835,184.70158,1.8681937,1.115211,10.063041,74.45993,149.70786,,.26564601,,.62522036,,.79282868,.24133661,987.7785115870539,305.7444340116762,1.8554443,.030889552,.13371755,.0028985506,.01548818,3.6636961,.24557067,3.7695172,.26790419,15.142432,.38334957,5.9860425,.23054235,.27510437,1.2209133,3.8130772,,-23.679134,,3.6377342,,48.673012,,157.7343,,415.27887,502.18094,86.945709,729.08209,89.493362,,991.35028,739.89044,595.4617509882331,683.74304,505.23495,1.353317,137.9526733254371,63
