race,medwealthyoung,medwealthold,owneryoung,h2wyoung,r2incyoung,wealthatpurchaseyoung,LTVatpurchaseyoung,first_ownyoung,transfrateyoung,transferbuyersyoung,LTVatpurchaseold,consp2conskyoung,first_ownold,h2wold,house2incold,house2incyoung,logincomeold,logincomeyoung,medconsp2conskyoung,medwealthfold,medwealthfyoung,medwealthp_owneryoung,medwealthp_renteryoung,medwealthpgradyoung,mortg2incold,mortg2incyoung,mortgold,mortgyoung,owner_age3536_inc1old,owner_age3536_inc1young,owner_age3536_inc2old,owner_age3536_inc2young,owner_age3536_inc3old,owner_age3536_inc3young,r2incold,stdwealthold,stdwealthyoung,tp2inckyoung,tp2wealthk_medyoung,tp2wealthkyoung,tp2wealthp_medyoung,tp2wealthpyoung,transferbuyersFamntyoung,transferbuyersFyoung,transferbuyersLamntyoung,transferbuyersLyoung,transferbuyersNamntyoung,transferbuyersNyoung,transferbuyersamntyoung,transfrateowneryoung,transfraterenteryoung,transfsize_medyoung,transfsizeyoung,wealth_age3536_p10old,wealth_age3536_p10young,wealth_age3536_p25old,wealth_age3536_p25young,wealth_age3536_p50old,wealth_age3536_p50young,wealth_age3536_p75old,wealth_age3536_p75young,wealth_age3536_p90old,wealth_age3536_p90young,wealth_nonrcverold,wealth_nonrcveryoung,wealth_rcverold,wealth_rcveryoung,wealthatpurchaseold,wealthfold,wealthfyoung,wealthold,wealthp_owneryoung,wealthp_renteryoung,wealthpgradyoung,wealthyoung,boot
Black,3.500626804797264,39.92030125578439,.25828946,2.5149982,.24940859,27.052189,.52617615,35.079384,.13150761,.085258834,.2873114,,56.03714,1.475673,2.5986943,1.4883178,3.4291608,3.4064205,,100.11197,43.369038,55.403198,15.578192,3.556459,.76742274,.83640116,53.920609,105.85114,,.1693562,,.38683629,,.65258574,.27165467,236.6026395118253,132.4672551114414,.032682072,.03125,.4116722,.019672131,.032792252,2.2982848,.047461938,1.7923987,.11754269,3.4530425,.098472729,2.327338,.10118528,.13661273,1.0174278,1.539844,,-22.819925,,-5.344769,,10.504582,,39.395218,,118.28824,76.553024,13.494254,-75,29.41753,,163.72551,116.72501,103.2234785491153,121.64868,71.330765,1.7054168,35.06385423421499,24
White,34.22449160505064,249.6106791236862,.53335291,2.2297316,.21927151,49.436592,.66679811,31.83889,.26176324,.28922731,.46158189,,57.311436,.92155647,3.2326374,10.933595,4.1303134,4.0911579,,610.52795,354.74005,340.11401,196.0369,1.734949,.68568784,5.9398565,72.348183,147.28197,,.25809196,,.56653392,,.79980427,.24044648,974.5348870545771,311.782899296376,4.4257588,.033333335,.24156794,.0033444818,.014129297,4.8180156,.27236721,2.3596663,.2626524,7.2103829,.37812743,4.4000845,.2336607,.28521666,2.0348556,4.0884428,,-14.323051,,4.7297058,,50.125435,,183.22403,,494.45926,533.37195,91.492401,609.62903,128.25919,,1034.8568,754.50311,600.7259184017843,691.33582,516.77045,1.3378006,138.9725883084096,24
All,23.92616639404059,190.6917786245033,.47887683,2.2912359,.23266539,39.52684,.66201979,32.412415,.23148879,.23693964,.3746489,,57.021259,1.0182905,5.6941533,8.0983467,4.0197754,3.9605308,,529.50208,256.90866,284.41101,112.5113,2.527844,2.0033381,5.0105901,72.16333,145.77974,,.24964356,,.57083136,,.78993022,.25454357,890.5837024347085,285.5691806332215,3.0283136,.046979867,.28885472,.0049999999,.025504263,5.192471,.22316124,4.5696888,.2376828,15.844783,.22689642,6.7170601,.19348408,.26006278,1.83137,5.1811905,,-22.867178,,2.3337889,,32.389858,,131.05052,,406.83701,465.94235,83.161659,695.97046,96.493462,,975.07532,633.2959,507.6724584314609,629.72791,397.53265,1.5840911,117.1517273849424,25
Black,3.517226872232448,35.31148338876491,.26512939,2.4048302,.24725021,12.822061,.55445737,34.966038,.14206339,.10961739,.21687065,,56.15205,1.5194476,2.7295122,8.7309656,3.430794,3.461313,,122.66293,45.071171,54.178429,15.611518,3.4704139,.86822224,3.6015074,57.718868,108.6067,,.18349183,,.39248028,,.65187293,.2819761,238.4299017798984,158.2946088632822,.06411051,.066666663,.90849262,.021276595,.051873032,3.697031,.079908326,2.6021943,.18282834,3.8352525,.042944577,3.2710373,.086016215,.15554409,1.0174278,2.1981289,,-32.466049,,-10.017113,,8.1491051,,28.546291,,193.92006,66.572884,6.8572521,77.547249,11.694964,,177.71309,129.85754,114.4848018667273,124.84787,73.783661,1.6920801,41.9989556015535,25
White,34.76094064801972,250.2057446136622,.53049761,2.2748828,.22100797,49.180946,.68423629,31.82292,.25580379,.27539214,.40267438,,56.84005,.9423331,6.0145059,8.5335083,4.1201386,4.0799174,,589.82434,349.16223,344.01315,186.39642,1.8455995,2.249907,5.4418993,71.694664,149.68988,,.27812225,,.60385644,,.80710399,.24007526,949.3837780215232,307.5583781506239,3.5297775,.045045044,.2134372,.0041841003,.022551239,4.9995503,.27046192,4.0124846,.25756729,16.1796,.29732001,6.802947,.21138021,.29721478,2.0348556,5.4770751,,-20.448002,,5.0025549,,47.892776,,155.98741,,474.60922,535.58856,98.107971,707.23102,109.76684,,1068.6597,739.80072,584.6546768569632,673.56683,518.38568,1.2993547,135.9314104589211,25
All,23.63121283050481,191.0659869816171,.47687837,2.2641048,.23388237,35.533936,.63921165,32.392452,.24935026,.24687392,.37118542,,57.157471,1.0015175,5.2146111,10.924977,4.0197926,3.9573305,,517.91718,253.83463,293.33414,106.17725,2.7626834,1.9809358,9.0693474,72.851982,146.04123,,.24809821,,.57034302,,.76574373,.25084853,936.8584689880672,280.3028858541131,2.0874157,.033557046,.20371065,.0044510388,.022442238,7.1421633,.19136319,4.7738848,.23170854,5.4090772,.37461883,5.8870831,.22597954,.26536697,1.5261416,4.6331496,,-20.271717,,3.4301462,,33.08036,,140.29384,,382.17239,373.07339,67.128136,449.23309,84.851891,,1001.1393,634.73645,524.8559555767682,654.00494,386.29318,1.6930274,116.5599414257591,26
Black,2.832641204429882,35.40666573344335,.26121143,2.3517332,.25070167,14.726298,.52263921,35.117226,.1330754,.10762147,.27768579,,56.163025,1.5180488,2.3633552,7.7538271,3.4483452,3.4100227,,139.94534,41.917618,51.225143,14.281776,3.5867488,.76148373,2.6208029,62.996967,106.17128,,.14549544,,.42557463,,.69573367,.28428939,240.5557019156219,160.5249543600941,.037755713,.047619045,.36869162,.018450186,.066243723,3.9324493,.10461545,3.4659481,.083009519,2.9977596,.14662638,3.6833603,.13934357,.13141966,1.0174278,1.5961992,,-41.901062,,-5.1144743,,8.0246639,,31.362059,,104.58449,121.27429,10.351788,70.34391,12.526421,,171.75368,119.92834,103.5244998371071,127.9893,66.208328,1.9331299,39.226372460044,26
White,35.10883808317719,249.5484378898049,.53035057,2.2296658,.22143945,43.066872,.67171252,31.79315,.27795446,.27985379,.39427552,,57.179123,.92272353,5.9259071,11.97674,4.1113782,4.0923595,,600.03412,351.56247,336.12296,189.83806,1.7705773,2.2963622,10.379335,71.521286,149.54457,,.27840912,,.59464759,,.78617376,.23360921,995.6791006146373,300.2331159501597,2.3982775,.033333335,.18700048,.0042854082,.019315053,7.2862964,.21470658,4.6244068,.26463735,5.5460958,.45755246,5.9928298,.2393779,.30960479,1.5261416,4.98564,,-20.664236,,6.2882357,,47.509304,,160.97113,,443.77194,399.09863,80.058571,473.923,95.470337,,1089.3148,744.99011,603.5708690988318,696.74792,507.25308,1.3735706,136.0740059289949,26
All,23.47155032946228,188.3206590446719,.47856301,2.2455444,.23166536,40.147682,.64053428,32.51524,.23101188,.24736448,.39804053,,57.163727,.99209356,3.9074216,16.144424,4.0205736,3.952122,,528.6687,255.76958,278.31512,114.74712,2.4254651,.98884928,12.146549,73.806915,144.23599,,.2540701,,.58397186,,.77465951,.24890289,936.3793520256301,287.2771568111846,2.3867207,.036363639,.26679954,.0039534373,.026305484,5.0955381,.22183128,4.0358686,.22760542,15.444969,.29357302,6.9909134,.21303636,.24428844,1.5261416,4.6127868,,-15.740637,,3.6177721,,31.865139,,133.64212,,341.30975,396.5694,79.051514,889.80695,104.97966,,1013.796,622.66986,525.5608718206955,621.98938,390.34763,1.5934243,116.7511526218151,27
Black,2.913372411207522,30.00539422551851,.25685847,2.3382745,.24822393,20.195761,.55320716,34.846779,.11420319,.036351833,.21201828,,56.469326,1.4484985,2.4730895,3.383765,3.4123695,3.3883255,,88.914864,45.434807,48.631824,21.854616,2.2252426,.7144801,2.4050405,56.288567,102.6748,,.18936718,,.49843362,,.67296535,.26534969,233.397173456773,120.5026733739533,.064218484,.1,1.2354292,.019672131,.042122446,2.4861164,.034240659,2.0528359,.049268149,12.209133,.012540417,3.147294,.090210542,.11976044,1.0174278,1.7911611,,-15.702849,,-2.425005,,9.9651594,,37.453773,,193.41479,107.00551,16.183958,-75,19.506998,,159.81255,121.1683,103.2074005522422,121.99545,77.618958,1.5717224,32.61177682334813,27
White,34.65608014369196,248.1892937603844,.53219491,2.2227335,.21806525,47.52298,.66411334,31.983665,.26581934,.30018282,.46420962,,56.928375,.92729312,4.1033859,18.855453,4.1229339,4.0894933,,601.29785,347.8873,329.85809,184.04666,1.7922525,1.0216341,14.219167,73.98761,148.34758,,.28943381,,.58359885,,.79259479,.23651004,995.4411959376489,316.8294870709903,2.7273979,.031413611,.18055093,.0035794184,.024939505,4.9222813,.27029428,3.5822573,.2708506,15.469376,.39202604,6.9962497,.2341152,.295775,2.0348556,4.8730597,,-16.613504,,6.3407674,,45.999992,,150.70329,,389.40216,438.22629,98.084,920.14252,118.63629,,1118.86,737.61792,603.915811452164,671.43396,511.58862,1.312449,139.0729463734534,27
All,23.73783031800882,193.8979723081055,.47704029,2.284708,.23394394,34.055637,.64802492,32.522869,.25155175,.27725419,.32653186,,57.580471,.98764867,3.869621,8.238555,4.0205026,3.9473777,,526.66498,252.83904,280.52759,112.93924,2.4838805,.8388083,5.3111057,73.709175,144.05138,,.22574721,,.5799554,,.79483843,.24947563,918.4080238910428,282.703843964533,2.1710842,.048512291,.4040418,.0040816329,.036346171,5.1869287,.2677654,4.3019733,.25712016,8.2371035,.23653917,5.2041636,.21684816,.27748546,1.5261416,4.5201216,,-22.498676,,2.7331092,,33.458187,,132.45053,,375.93832,430.53455,81.446487,869.97327,90.031273,,978.2937,611.79395,520.0302899451617,603.98993,389.04022,1.5525128,116.959072086033,28
Black,3.096335392122077,33.84367557685064,.2579802,2.4311831,.24700442,10.711069,.5995909,35.337379,.14455612,.15280743,.23288174,,57.103588,1.4804413,2.3322549,8.8844767,3.4403677,3.393482,,82.127174,39.088276,63.026489,15.221196,4.1407056,.76618141,2.4659503,62.430916,105.48545,,.10184556,,.41671976,,.69548142,.2802847,235.1029505086778,137.9341911322889,.090672888,.24444444,1.6971121,.021276595,.061229359,3.8356006,.16895168,2.5629015,.19067876,3.8352525,.040518798,3.4305148,.062036108,.16704214,1.5261416,2.7297158,,-19.108091,,-3.0860622,,10.204736,,40.691319,,211.42105,70.719505,23.368444,83.429077,39.65258,,151.07631,120.10319,107.6726564742531,133.6228,71.34613,1.8728808,37.76183255360825,28
White,34.56063877938141,256.9757357392666,.53141791,2.2681866,.22282922,39.371403,.6657545,31.852177,.28155825,.30662498,.34863293,,57.560322,.91833317,3.5216911,8.7253151,4.1217523,4.0842366,,603.23279,348.24725,325.57159,195.10461,1.6687027,.82574439,6.0202146,73.208107,147.91776,,.26633531,,.62497061,,.80540437,.23245206,975.6204224709119,305.5156804869675,2.5118911,.04715202,.287168,.0030674848,.034134842,5.2053676,.30524349,3.7668271,.26781768,8.4009066,.31492305,5.1209788,.23624766,.3232052,1.5261416,4.7173924,,-23.38238,,5.3873911,,49.966534,,161.04671,,399.11914,486.6604,92.159683,899.24976,98.210739,,1077.457,724.02203,596.2379613388576,650.3952,511.31387,1.2720077,136.3537959837296,28
All,24.49245031812427,191.709211605087,.48476976,2.2692595,.23351729,32.591911,.63796538,32.427208,.26158485,.25266773,.32578725,,57.250202,1.0131887,3.7921331,15.934601,4.0242643,3.9504707,,516.44281,258.73233,290.57031,115.6306,2.5129189,.85344589,12.549323,73.518265,145.26956,,.24515077,,.61007762,,.80819607,.25690106,903.1153560967095,279.9916982384604,.79823059,.030959751,.31121188,.0038461538,.032803126,6.5582438,.20785585,3.2702732,.27507314,11.511475,.25070781,5.9362969,.25049183,.26990274,1.2209133,4.1906266,,-14.440414,,3.3513846,,37.727642,,148.952,,392.10074,462.90988,69.67907,664.43512,120.62318,,956.82239,637.09717,513.8741146122314,641.76794,398.10846,1.612043,118.1171648312622,29
Black,3.54750444049561,36.27247633228158,.26188061,2.4168079,.24930084,16.173122,.56055987,34.986755,.14685664,.18182687,.26053512,,56.64296,1.536212,2.1561713,2.1647422,3.4295959,3.4097741,,89.553139,43.530201,65.417343,15.558919,4.2044916,.72638589,.91599089,61.233707,108.49102,,.14007258,,.40357488,,.69820476,.28061709,229.075194654967,138.783444998855,.12471806,.047619045,1.0649707,.026371308,.091659762,4.9998484,.15842517,2.7266185,.18158115,1.0174278,.090519182,3.7735813,.13738427,.14976893,1.0174278,2.3402696,,-14.578266,,-4.0861015,,11.578447,,34.716133,,124.47345,55.247177,20.073359,80.632614,34.634918,,168.32236,124.44121,102.8661730527419,131.80367,74.817871,1.7616602,37.18686614335703,29
White,36.11016476180031,255.1267388150502,.54153585,2.2380326,.22229752,38.047447,.66470104,31.781971,.29741734,.27332672,.35976034,,57.196648,.92979115,3.2557817,18.831501,4.1253247,4.0821719,,596.80695,354.04575,336.90298,198.22037,1.6996386,.87445307,14.940421,72.580383,148.46964,,.27420065,,.65016216,,.82211,.24143262,965.4301271587965,303.2559237315004,.89989549,.027027028,.2339609,.0036764704,.027174758,6.8568468,.21768104,2.8955343,.29591569,12.218364,.32569489,6.1967602,.27087834,.32137564,1.5261416,4.4134951,,-13.995214,,6.0288882,,54.172588,,169.4165,,443.83926,522.61676,83.410789,784.29791,134.45425,,1054.3182,752.95679,592.9145062733027,687.95325,526.37378,1.3069671,138.6822576268397,29
All,24.22408641351692,194.214130845045,.47996768,2.2613287,.23369594,30.620388,.66062188,32.458309,.24651663,.24561265,.35215276,,57.013321,1.0054691,4.5340395,6.7346492,4.0254455,3.953095,,540.05469,253.96028,290.26102,109.78976,2.6437895,1.0400687,5.4282598,73.561554,144.65996,,.23279372,,.59022087,,.79567832,.25341272,940.4935990709211,279.2686556047271,1.4163227,.045614038,.2910184,.0043478264,.022505237,4.3425889,.20381565,3.2577763,.20733555,7.0166569,.36189684,4.6364708,.22179051,.26488498,1.5261416,4.5476961,,-20.979496,,1.5964822,,33.430214,,128.00826,,373.69226,445.13376,66.483177,488.35257,100.20423,,985.78546,623.13391,531.8139657759106,636.71887,379.28275,1.6787447,116.1406637729286,30
Black,3.283181370628478,34.00191605781226,.26681119,2.3669329,.25122368,16.417412,.54088372,35.057713,.13372324,.1094734,.24976455,,55.782242,1.4963608,2.2301478,4.7046952,3.4308112,3.409673,,122.96657,40.407982,51.725224,13.344717,3.8760824,.66840464,2.477984,58.605492,104.89162,,.16922425,,.46054661,,.6507563,.26421919,228.2342626104645,133.0541098945371,.03920079,.1,.65394545,.016393442,.036372013,3.4901674,.12988377,2.3056362,.081749417,2.2371507,.1301886,2.872896,.15521102,.12805735,.915685,1.8380519,,-22.952532,,-.6192748,,10.370461,,38.414112,,123.68278,67.709061,15.575618,68.06073,15.453935,,185.63106,120.2562,107.7904729858586,137.67099,71.211006,1.9332825,34.49002146736282,30
White,35.73443476011471,255.1345788827139,.53414381,2.2295268,.22221163,36.314064,.68406147,31.816807,.27688846,.28239667,.36469564,,57.017971,.93688351,4.8503118,7.3794637,4.1253939,4.0809832,,609.52405,345.672,340.84824,184.37851,1.8486332,1.0724159,6.1328387,72.862785,147.49821,,.27195013,,.62172234,,.81689286,.24334289,995.4654400527766,303.6658909566612,1.6202902,.04225352,.2539387,.0036764704,.020869264,4.2433319,.21844317,3.0610235,.24452423,7.2988124,.45226544,4.7049413,.2385519,.3108407,1.5261416,4.8405075,,-21.884508,,4.6740513,,49.945271,,162.85954,,437.28934,500.2095,73.922424,516.34637,113.36193,,1056.1808,737.93372,609.3117327088759,690.31464,494.24216,1.3967134,136.4708026156922,30
All,23.25238542863676,192.5825780682494,.47653916,2.2775452,.23301588,38.551979,.63709873,32.496983,.22993533,.24800931,.40760776,,57.229527,.99175078,3.2077379,2.810246,4.0229359,3.9509201,,551.06189,252.15082,288.93085,109.89055,2.6292603,.91055387,1.2049521,73.724663,146.82114,,.26319003,,.57548177,,.79234004,.25173581,899.6115563920562,283.2777668930999,.043888327,.030959751,.44724652,.0051282053,.023117568,4.2565084,.20297554,3.161689,.24839731,8.6949768,.28831676,4.5306458,.22068572,.23652755,1.5261416,3.8756909,,-12.795331,,3.6562095,,38.388832,,158.07664,,401.03738,421.19601,73.794907,1061.6958,92.986252,,1022.0039,621.74426,514.5863534047929,629.6886,381.50787,1.6505258,116.5930886907059,31
Black,2.439569840110706,31.96227073732435,.25978887,2.4478951,.24911436,13.598989,.55849332,35.33807,.13265203,.12766381,.28192696,,56.578384,1.4929984,2.1103351,2.3017497,3.4418516,3.4171038,,80.31707,43.495518,51.094292,18.465408,2.7670274,.64382553,.94764501,58.985943,106.66585,,.1463515,,.38939348,,.60786682,.27030742,182.7438325172734,146.82005478984,.037740625,.0625,.59623671,.030959753,.066924781,4.8125658,.21189448,1.2162262,.052431826,5.6112132,.098874003,4.2146692,.11568992,.13669269,1.0174278,2.4732535,,-28.333412,,-1.9438431,,8.5700674,,35.201298,,118.98514,46.633312,25.024429,83.429077,39.359406,,155.27173,118.23477,95.11466308585095,117.37724,71.323914,1.6456927,37.66902009760498,31
White,33.7175316527066,249.3089491616811,.53092927,2.2532203,.22097936,46.242142,.65376002,31.902554,.26273778,.29032063,.43787518,,57.111359,.92184436,3.3654704,2.9891343,4.1136198,4.0884252,,618.09473,346.01239,335.72394,189.92993,1.76762,.94673687,1.2617303,73.057159,150.50139,,.3088972,,.62415975,,.81907445,.23764509,945.8276075071717,306.4442919126038,.040253948,.030303031,.43323672,.0042031524,.016764257,3.3968482,.2142553,2.5865724,.31052044,8.8317347,.35260025,4.2963314,.23964474,.28356698,1.5261416,4.058466,,-12.975145,,7.369319,,56.133003,,195.96451,,471.73016,472.22427,84.942909,1135.783,102.25943,,1105.421,733.77002,583.8390229099248,677.18121,502.07486,1.3487654,136.6465069411879,31
All,23.21061957446345,186.5447756078971,.48067099,2.3064811,.23152304,35.681221,.64393765,32.513931,.22779915,.23551385,.31374261,,57.315334,1.0039716,4.1721354,15.740891,4.0187721,3.9595976,,557.67322,255.54611,285.24576,109.65318,2.6013451,1.3066026,12.370345,73.76899,145.27971,,.25417584,,.53839916,,.79952925,.25248259,914.0910939277683,286.7325671057174,2.2967398,.033333335,.19863008,.0037037036,.018622736,5.2242651,.21178073,3.4685609,.19129796,3.0138676,.33943856,4.0052338,.21509571,.23842724,1.5261416,3.7036984,,-20.236284,,2.109308,,32.971634,,141.41431,,382.38321,376.11755,87.29805,573.63879,89.412491,,968.08282,624.85345,517.0318321302192,629.99945,383.22211,1.6439538,116.7164091788544,32
Black,2.91268616042172,28.92651194813692,.26164481,2.5154314,.25017247,15.619904,.5605852,34.907623,.13672701,.073357567,.27417871,,56.606972,1.6089666,2.4558883,6.3153477,3.4084742,3.4252634,,91.607925,40.108341,49.368816,14.245185,3.4656494,.7326628,2.0441864,58.495537,106.00735,,.17033193,,.39303273,,.68619043,.27620548,226.8140344859095,125.9249757621958,.021775912,.03125,.35255376,.016393442,.027235348,2.7426813,.080752537,2.2174377,.068987042,4.9080472,.08973784,3.1075182,.13889711,.13599809,.915685,1.391979,,-36.517658,,-7.136188,,7.829196,,55.114395,,129.20779,41.915638,13.259494,77.547249,25.438231,,171.77881,113.0423,98.55829101530755,126.34441,67.750893,1.8648376,33.6387795979964,32
White,35.60373094197016,247.5952173894262,.53462774,2.265753,.2190903,40.949963,.66173416,31.963612,.25453067,.27786812,.31722084,,57.282745,.92719823,4.4560242,18.071817,4.1186004,4.0888453,,631.95154,348.84988,333.00082,189.41258,1.7580713,1.3939598,14.548842,73.158432,148.70993,,.284365,,.56288934,,.80847788,.23697503,964.5985787976134,313.7142034850279,2.606806,.033333335,.17908186,.0034883721,.017373318,4.9637008,.23868351,2.7989976,.22546268,2.9419699,.42414713,3.7970312,.23264007,.27607825,1.5261416,3.9058692,,-17.852139,,4.0738211,,47.507278,,162.74039,,459.58521,422.54965,105.73531,589.81085,97.870491,,1057.6549,738.84241,590.7688192477086,681.53833,502.09775,1.3573818,137.958391590227,32
All,23.11821594770518,183.0232768835289,.47426099,2.278522,.23007649,40.775894,.6664663,32.439816,.23213309,.25057003,.35611919,,57.250797,1.0147418,3.5721512,13.006386,4.0252047,3.9544742,,532.86285,252.39442,283.19046,114.37627,2.4759545,.85029185,9.065484,74.495026,144.78587,,.26966476,,.5812844,,.77799785,.24967185,891.722052525679,276.5745923353131,1.7382296,.032916393,.36251944,.0038461538,.021294979,6.4325805,.22581479,4.2026129,.23265095,9.6290684,.28620434,6.0949316,.23489955,.23017374,1.5261416,4.1710405,,-17.810015,,2.3386285,,36.022995,,145.51627,,394.77228,396.34042,69.634178,449.27045,96.686066,,987.46033,625.42139,501.9005045747906,626.57605,391.31476,1.6012073,114.9255316175456,33
Black,3.106292185999012,37.1961208385423,.24857901,2.5301416,.24644519,26.052397,.57059491,34.737595,.1325251,.1116385,.31497648,,55.596905,1.50561,2.5039632,4.3073444,3.4536645,3.4359171,,126.74536,42.501022,57.070782,17.389986,3.2818186,.8468166,1.0407991,61.568203,109.47449,,.1497729,,.41123948,,.61887586,.26900649,194.5296837266419,126.9588692151466,.093225732,.077272728,1.1546292,.016393442,.048455831,4.3936934,.070305966,3.1862924,.13172156,1.8478888,.074270122,3.457834,.083499238,.14392725,.61045665,2.5446053,,-22.057972,,-6.3473577,,10.3157,,34.123047,,106.078,76.599686,10.101836,71.551216,4.2548494,,180.37737,122.80479,100.1122004031016,136.65784,77.052292,1.7735727,33.09630520153467,33
White,33.58651311573841,236.1709364743906,.5291521,2.2383657,.21900211,47.606476,.68279159,31.883272,.26581821,.29429424,.36958799,,57.223492,.94728285,3.7893965,14.981703,4.1201291,4.0852895,,592.95264,345.16296,332.78717,194.35838,1.7122347,.84177732,10.688538,73.707344,147.81297,,.3057377,,.60960078,,.80176002,.23394272,943.8600141023361,302.7130468059423,2.0140164,.031746034,.32062221,.0033898307,.01692014,6.1472931,.28084934,2.9812362,.2638559,9.9899473,.36454999,5.8575211,.25810844,.27261892,1.5261416,4.3287425,,-20.670599,,5.6764293,,51.202095,,180.10153,,441.16269,447.74161,81.484863,494.66644,108.49445,,1069.5521,739.10962,573.9452969486679,674.58411,512.06024,1.3173921,136.373016237923,33
All,22.66365803345569,187.2689162413438,.47806585,2.2979136,.2347845,40.799599,.65633935,32.477642,.22118865,.22009575,.35590336,,57.020905,1.0039558,4.2727709,2.7469895,4.0216765,3.9501123,,527.95862,252.35565,287.98016,110.35706,2.6095309,.86458224,1.5284058,73.056473,146.86084,,.24378715,,.55191356,,.81167549,.25117353,932.2452863343165,287.8597783005874,.085273489,.03125,.32700476,.0042854082,.027979391,6.528636,.23071371,2.6740773,.16300328,2.1623545,.27744764,4.675837,.20702989,.23090903,1.5261416,3.7652731,,-15.034958,,3.4385626,,31.774763,,139.15633,,385.75604,487.92828,72.960968,773.57233,105.70467,,972.15112,615.62476,521.8823574955169,631.49988,368.77847,1.7124099,116.9641992290314,34
Black,2.606776713812763,34.16009108832514,.25202852,2.452873,.24897225,14.386899,.51837271,35.579792,.15374206,.10296576,.21828197,,56.287987,1.4717183,2.3778992,5.5612793,3.4228549,3.4188695,,83.930336,40.828808,61.693344,15.963977,3.8645349,.68054348,2.2439909,58.857208,111.50729,,.15105852,,.33137918,,.63344866,.27331424,206.5491858549515,137.5421659925849,.037286788,.03125,.52471411,.018450186,.065844454,4.5154023,.114529,2.2829874,.08134757,14.092457,.014471857,3.8668914,.14570689,.15515409,1.0174278,2.0797155,,-14.913614,,-2.1894953,,7.1155143,,36.475132,,234.46033,108.82891,15.397344,-17.294779,36.669537,,157.91362,122.90919,98.4016640485063,139.351,72.016792,1.9349792,36.34335137798404,34
White,33.73612794663228,247.6346295557941,.53361386,2.2752404,.22297451,50.96563,.69220316,31.780691,.23915027,.25757727,.36930743,,57.104919,.93090034,4.0932608,2.5956774,4.1133218,4.0818658,,605.9245,345.43192,338.68848,187.64594,1.8049337,.88294011,1.5114213,71.981705,149.71408,,.2815114,,.58974975,,.83405137,.23573053,987.3817207784479,314.5535958141786,.092963718,.030444965,.30249706,.0036764704,.024198378,6.8457537,.27400169,2.4701409,.19563267,2.0633063,.3455818,4.6989288,.2171481,.25856841,1.5261416,4.0160756,,-17.982334,,4.6855836,,47.667122,,169.67749,,466.88654,526.26288,87.392143,811.81476,121.72832,,1053.0946,728.72919,596.4311470729946,682.89722,481.94495,1.4169611,138.2088408507534,34
All,24.19455787081806,192.0848378384819,.48179144,2.2666836,.23231342,38.120335,.65189892,32.485638,.24387497,.25320396,.41238815,,57.271244,1.0034243,4.248765,5.2076693,4.021945,3.9515042,,552.46307,254.82266,298.03406,106.40331,2.8009849,1.0685514,1.7866846,72.46463,145.23445,,.25996211,,.55812144,,.81343508,.24643573,901.2876234869003,287.894196830973,.096018054,.040000003,.21754591,.0044444446,.021063471,5.7241001,.24604559,2.7526307,.22531435,3.1290541,.25936323,4.1891537,.23949133,.24689515,1.2209133,3.9132552,,-17.898834,,2.2996972,,37.044277,,153.13916,,453.16241,416.75381,70.325264,738.80377,121.79467,,954.29816,641.33154,509.0200146989952,647.18805,396.03561,1.6341662,119.5421195010729,35
Black,3.067793281369424,39.10269649803417,.2518599,2.5487559,.24933462,10.288349,.5668245,35.310867,.15226652,.077482812,.33975187,,56.222382,1.4514163,2.4829266,8.8918734,3.4745264,3.3816402,,79.489571,40.589695,64.408913,17.941505,3.5899391,.76530522,3.9214747,57.175419,110.2001,,.15386507,,.40370798,,.74039406,.27051929,213.1138159569717,133.2039718775247,.032703545,.03125,.33435538,.016393442,.043251593,1.5253583,.067502119,2.3461475,.082220942,6.7481203,.11573257,3.0684509,.11595477,.15961136,.61045665,1.4822879,,-21.505142,,-5.0761023,,9.4346523,,39.068913,,133.52025,62.790928,7.7330709,,6.6970572,,156.7029,111.64739,104.2466598476632,131.84845,67.694595,1.9476954,34.3927563433264,35
White,35.07383491444386,247.7608347401639,.53539354,2.2324178,.22048721,45.47245,.66732907,31.758833,.27270982,.30054274,.41221792,,57.337082,.93457484,4.2495461,5.2451258,4.1156836,4.0840135,,620.77856,355.54651,340.25165,187.07332,1.8188144,1.089103,1.6682148,72.030739,148.13007,,.30863577,,.59514332,,.8135345,.23147024,954.6587355326095,312.5938918294145,.10499897,.039867111,.21133108,.0035587188,.018503811,5.8660355,.29852438,2.3146989,.27512109,2.8897719,.31322536,4.1270385,.25685266,.28587565,1.5261416,4.244421,,-18.987864,,7.1853447,,55.887569,,184.82895,,514.81049,468.42191,78.150803,748.17737,139.30367,,1044.8931,752.96667,581.0989220432065,687.36273,520.26062,1.3211893,139.9041217144935,35
